Person_ID,Age,Annual_Income,Rent_Amount,Utilities_Amount,Education_Expenditure,Healthcare_Expenditure,Luxury_Spending,Savings_to_Income_Ratio,Travel_Expenditure,Missed_Payment_Rent,Missed_Payment_Utilities,Employment_Stability,Debt_to_Income_Ratio,Tax_Compliance,Dependents,Aspirational_Spending_Ratio,Emergency_Fund_Ratio,Pre_Cursor_Credit_Score
f67d1919-a9c7-4232-a0e0-67de148d189a,35,45457.88,1396.8,368.59,25335.85,5433.07,7305.13,0.755,2739.2,5,3,15,0.268,1,3,0.221,1.289,685.54
03f674fa-5708-43e7-87d3-d5041e324464,27,47164.85,747.57,227.92,369.91,2682.57,3567.87,0.377,4186.92,5,5,3,0.168,1,2,0.164,1.236,611.89
a9d45b08-2a7f-487a-8f47-9004292957bf,38,52711.27,815.14,253.93,106.64,11421.83,10345.41,0.076,13239.38,6,7,4,0.988,1,4,0.447,0.165,503.48
958212e1-dd02-48bf-b36a-f531a7536835,34,64570.37,1200.09,384.32,256.56,7591.77,7121.0,0.533,15699.57,10,12,16,0.574,1,4,0.353,1.294,536.67
ce4981d6-1920-4418-ad11-58862e812f2c,33,62752.12,1161.95,274.02,271.45,4862.49,15504.58,0.559,16850.32,7,6,2,0.582,1,2,0.5,1.588,573.57
d0fb4f5c-75d0-498f-895d-afbcd8de7f90,26,55175.4,635.17,90.59,221.58,6010.44,21570.62,0.457,7982.39,3,1,7,0.833,1,4,0.5,1.713,634.52
1ea30e3c-b8b0-42c3-a12c-b308dfd36760,29,73910.63,1266.2,334.46,217.18,4171.03,24395.33,0.155,12507.58,6,5,10,0.366,1,0,0.499,0.49,587.09
84af0add-04b2-40f1-903b-cbc880a5f150,43,19620.6,1586.46,490.81,443.99,227.9,4276.65,0.767,4535.83,7,6,4,0.285,1,3,0.449,0.598,611.2
971d86ab-3881-4f26-9778-05c6e5330259,40,60091.64,748.66,163.32,361.31,6685.46,3573.77,0.705,4313.36,5,5,16,0.971,1,1,0.131,2.403,625.91
8c1c202b-03d6-4bc4-886d-0c0880718630,25,62530.77,1708.99,461.59,321.51,4809.12,29925.88,0.425,15440.6,8,7,3,0.145,1,1,0.5,0.861,575.27
634f7fc9-078a-4d11-91bf-1b72502f2f17,36,25208.75,575.93,178.77,13.43,10868.76,3407.85,0.412,132.78,12,12,7,1.201,1,5,0.14,0.521,438.54
c023a8c6-bb5e-4694-8a03-5f87ea52d9a1,43,19942.59,2046.93,500.0,1491.47,539.72,2770.37,0.198,4772.22,5,7,1,0.059,1,1,0.378,0.127,576.98
24aff11b-2b5c-4be7-819d-8fd0a9e6ba50,18,35081.16,1035.5,259.22,52.56,2836.23,11322.48,0.403,8165.93,3,4,0,0.023,1,0,0.5,0.769,637.25
466f7596-590f-4d12-884b-596ad0ded9ca,40,36769.17,1258.25,268.39,396.76,1208.06,14165.5,0.62,3328.86,5,5,15,0.372,1,5,0.476,1.167,650.54
04d96cc8-c7e4-43c2-94a1-eae8905af7e5,28,65068.39,443.19,50.0,400.57,1283.66,32018.62,0.132,14209.23,1,2,8,0.176,1,1,0.5,1.193,660.79
2bf1bc10-b123-469c-a588-f41f5d654fbd,41,37709.22,1175.15,238.19,128.23,7701.23,18273.21,0.409,2420.86,10,9,16,0.729,1,5,0.5,0.625,536.17
8c2755a1-79c9-492d-84eb-3d1b3394b0e8,27,32873.03,1291.39,303.33,308.07,1923.79,15019.04,0.908,5682.75,7,9,9,0.597,1,1,0.5,1.417,595.58
138b6907-e381-4366-bd8c-857f34cafad5,18,37767.33,1165.54,346.26,13841.7,4149.27,8220.32,0.281,7937.79,10,11,0,0.095,1,2,0.428,0.476,508.33
476d4075-cc9e-460e-9ec1-a90817640a83,19,72372.65,974.77,238.54,486.79,3006.08,6031.16,0.275,15517.4,5,7,1,0.1,1,0,0.298,1.133,586.04
5763a1c8-17c1-4271-80d1-e0ee8315dab8,35,50260.87,821.37,179.39,243.32,2349.98,14688.02,0.662,14820.95,3,4,12,0.596,1,3,0.5,2.317,660.74
324ac2ee-3835-46c7-8fa3-7b3c104a7551,38,46414.98,1652.21,368.5,49.06,5773.56,400.48,0.243,2534.34,6,4,16,0.476,1,0,0.063,0.376,610.68
3678820f-703b-44a6-814c-586661eb2d4e,26,47799.89,1212.32,335.92,14.22,7.05,4690.34,0.548,6894.64,7,7,8,0.799,1,2,0.242,1.409,565.24
b775c6b8-cb4d-4eb0-bffe-3433f80c5720,41,75841.21,1816.3,500.0,18431.56,10883.8,95.92,0.686,20000.0,2,3,14,0.961,1,1,0.265,1.345,653.82
1585705e-b012-434f-836d-05b5415d6860,18,35016.57,989.41,300.52,15885.86,70.22,3160.87,0.584,5898.67,9,8,0,0.321,1,0,0.259,1.315,554.49
b71f03ef-ca5f-4ed5-9e8b-8ba2d1768922,34,76310.17,1026.08,286.83,350.43,73.33,18114.4,0.708,20000.0,2,4,9,0.484,1,2,0.499,3.413,678.03
71709721-d9df-4040-af91-4b43ee68a6c3,23,54209.93,1526.24,307.78,3206.68,4327.57,10661.04,0.249,7059.09,9,11,2,0.425,1,0,0.327,0.513,496.73
b71e4470-0090-4ab4-90d1-4fb848c8105a,28,46791.61,550.81,120.12,354.51,8387.26,8639.99,0.779,11164.73,2,2,0,0.308,0,2,0.423,2.217,653.2
2c6de4f8-dc10-4352-a5d3-2a4e9586464e,35,100018.01,714.61,276.02,29433.82,9217.75,41555.13,0.903,20000.0,2,2,6,0.701,1,4,0.5,4.279,691.75
214f7694-e4a3-4930-83b7-8a0da7f875c0,26,28887.21,1638.99,465.85,96.8,2016.15,9749.38,0.504,7335.38,1,0,4,1.06,1,0,0.5,0.534,632.12
12da25f6-a471-4025-a01b-ea381b5170b4,31,42926.28,731.23,105.93,473.02,1875.9,20098.77,0.054,11221.34,4,5,1,0.287,1,1,0.5,0.194,573.85
3445c9a1-2d78-4706-95e6-f0a27f366e51,45,25351.38,472.38,115.32,97.41,8669.25,5645.01,0.887,1669.8,5,3,15,0.932,1,2,0.289,1.43,651.55
0a132dbe-c93c-4cc3-8c21-30b3eeade9d8,29,69049.24,1947.41,500.0,3583.47,7340.46,9398.63,0.207,9093.46,0,1,0,0.303,1,3,0.268,0.389,647.86
de6d7827-ec29-437a-ace3-cfd20938bd9b,43,83783.78,642.47,122.51,18945.26,4790.58,5139.49,0.17,4387.89,5,6,5,1.073,1,3,0.114,1.02,528.89
95616341-a430-48a5-9b1e-046559d534a6,24,83398.46,1273.65,202.95,169.37,3192.77,28023.02,0.258,4517.06,6,6,0,0.408,1,1,0.39,1.029,560.14
3763428b-adb5-4b64-9867-eb149eb19125,40,74478.98,1227.63,311.85,302.25,1421.41,31346.01,0.411,10899.86,1,1,5,0.822,1,2,0.5,1.539,641.07
ed2c5106-3af9-4d60-9f39-cd5c093fdd6c,49,46047.59,300.0,50.0,2.14,2304.15,4230.38,0.85,13262.92,0,1,0,0.441,1,4,0.38,6.018,722.38
550ad2c5-1de9-4b77-9435-2c02e3669579,18,42695.18,1093.07,234.08,10812.75,3147.79,18759.25,0.261,7581.53,6,6,0,0.166,1,2,0.5,0.584,574.58
a76eac65-d7a5-480f-88b8-292a7772b839,27,16576.6,1379.37,327.11,111.22,852.84,4361.94,0.096,4246.15,5,6,6,0.979,0,2,0.5,0.1,499.43
ffd779d3-3068-42c3-a1a6-cb377969bcc9,41,90717.47,1341.72,328.75,499.57,2548.89,6535.32,0.654,20000.0,2,2,9,0.362,1,4,0.293,2.626,693.68
9ceaba2d-826b-4f58-8c6b-0624afa7565f,33,59379.56,1561.41,389.9,202.76,2382.87,19086.47,0.688,1542.24,12,11,3,0.101,1,3,0.347,1.584,539.8
2557f74d-bb5b-4663-9ee7-6c49ba97404c,39,40160.86,1045.0,217.05,19435.68,5327.09,10442.88,0.824,1952.59,1,2,7,0.709,1,2,0.309,1.617,680.82
79cd391c-5ec6-4962-85ac-4d45bfa0e381,29,76561.14,1485.0,360.24,449.16,407.0,1078.88,0.429,6680.15,12,12,11,0.736,1,4,0.101,1.457,488.06
6ae9c890-0afc-4313-9c27-ffdc488b2dd4,36,30544.71,924.27,143.2,7223.06,5535.92,6097.38,0.132,5651.78,1,0,15,0.442,0,5,0.385,0.22,644.94
6a284aa0-51a7-4530-9214-af780e70e10b,33,58132.44,635.81,174.5,461.2,9429.62,22810.82,0.575,1076.54,11,9,11,0.404,1,4,0.411,1.745,556.59
3dcce3b4-9e0f-4058-af83-15428448be2f,47,46547.42,680.91,50.0,366.81,353.78,12926.77,0.174,10985.02,1,1,18,0.909,1,5,0.5,0.888,647.7
70c61ac2-367f-43f4-acd2-45ec8e7fced2,38,62773.54,615.16,139.32,20867.22,7377.67,8852.36,0.066,1201.27,7,5,13,0.395,1,4,0.16,0.252,576.67
66fdf7e3-d2a7-472d-93e1-51d2ef36b926,38,48728.53,1603.83,446.92,122.28,9772.93,22625.67,0.79,2316.04,0,2,7,1.177,1,5,0.5,1.12,651.12
3e10164f-099f-4003-a8f1-65f60e142206,31,20981.44,594.17,95.58,137.78,2980.4,2494.47,0.433,2402.63,11,11,12,0.734,0,0,0.233,0.807,476.24
b315e4fd-2018-4d01-b971-611b3ccded67,30,51511.53,1309.62,363.23,12457.89,1214.02,6509.41,0.549,8618.7,2,0,2,0.387,1,3,0.294,1.328,672.95
65dc97d3-bc78-4872-b513-2a44217d8932,31,70977.28,1093.63,331.19,350.8,413.39,12585.67,0.68,18770.04,7,6,12,0.364,1,1,0.442,2.756,632.46
9745af0c-c25c-4d31-a104-4c3c73a1b150,39,49415.67,1158.94,124.34,191.07,7726.84,22102.09,0.431,14287.01,5,3,14,0.877,1,2,0.5,0.921,612.16
401fd97c-acd4-4316-b54d-df4399c270c3,31,65502.3,1745.44,428.79,298.22,5267.47,16625.32,0.099,17383.83,6,6,4,0.583,1,4,0.5,0.207,541.47
d5a7f57a-b5ca-465a-af71-948ee75e2b02,38,29089.41,1024.63,112.37,20729.99,2680.99,9922.09,0.29,934.16,1,0,16,0.544,1,0,0.373,0.517,682.85
2121c508-c525-40a0-bbf8-cd99980156fd,56,49474.78,1444.64,355.25,63.86,14329.41,24150.23,0.276,9368.98,8,10,13,0.677,1,4,0.5,0.38,527.19
1984054e-2b82-4481-88b2-6f41b8e2ae1a,44,37509.79,1215.03,303.4,28281.58,9957.62,14690.64,0.979,4970.59,6,4,14,1.378,1,2,0.5,1.303,608.99
276d70c8-b3d2-4966-abda-8281ec5692bb,32,64939.62,1139.19,160.67,364.32,2721.76,5604.29,0.753,2450.67,2,3,9,0.262,1,3,0.124,2.669,700.94
4491378c-03de-49ca-b292-74b24ddad705,47,50629.83,2119.99,500.0,251.13,10894.79,19957.11,0.549,8431.57,8,8,7,0.105,1,0,0.5,0.657,590.1
c54517c8-ab18-4165-8590-fed3d7278ac6,31,63801.47,623.46,170.17,2961.02,2336.87,23872.51,0.11,6826.6,2,3,3,0.62,1,0,0.481,0.592,595.35
e20f1328-1271-4418-8acb-4c71bad5f01f,18,71754.21,1715.65,386.46,107.31,3739.94,8345.62,0.102,7443.52,9,10,0,0.702,1,1,0.22,0.253,466.65
dbb98ad1-cac9-48d2-b579-92d88e85ee09,25,63832.37,1462.56,438.91,322.21,911.88,10383.93,0.822,1808.6,7,5,7,0.596,1,0,0.191,2.211,619.5
1efc269c-d98a-4eea-aafd-c67c4604e1ed,18,55462.37,1008.19,162.27,296.91,3833.94,19692.7,0.739,16286.85,6,7,0,0.164,1,3,0.5,2.292,615.53
0fb4c07d-ec54-44af-81cf-8201b6c482b9,31,30035.75,1851.73,401.47,334.74,2277.54,3580.16,0.08,6541.43,12,11,6,0.579,1,1,0.337,0.1,456.86
6c78c8cb-6fac-46ec-9344-ef4b3d0ede84,35,49944.28,460.76,50.0,367.91,6165.05,5198.87,0.915,4200.33,2,4,6,0.254,1,2,0.188,3.717,704.34
60dcb66d-fc6a-4ec5-b64a-7b11e5b8ce04,52,39338.19,991.29,337.87,485.62,2759.42,13836.67,0.488,10827.54,4,6,4,1.207,1,5,0.5,1.026,551.21
b9bced78-331c-4172-9000-b4f4b569edc9,38,43118.72,716.61,195.77,8857.43,8488.23,18985.08,0.253,12264.09,6,7,9,0.42,1,0,0.5,0.561,573.06
9fd76d5c-263b-43a9-92a2-b06ae0cae6b6,33,42509.32,1364.83,374.18,327.68,618.16,1594.45,0.147,10334.55,2,2,3,0.728,1,5,0.281,0.291,597.34
43f5258a-6725-4fa7-a329-2da2649e4302,43,30401.49,754.77,203.74,13.71,2188.6,6778.13,0.783,6013.25,12,12,4,0.942,1,4,0.421,1.739,485.4
1920e9f9-f45d-4a72-8a10-348a90ea055f,18,10853.23,1373.23,372.0,292.35,1019.83,3294.91,0.353,1225.47,1,1,0,0.158,1,1,0.417,0.174,660.68
1dec2e6d-72e2-4d59-b07c-49ac9241bb3f,37,36637.14,1125.43,285.26,27241.76,470.68,12388.42,0.841,4773.96,8,10,3,0.263,1,2,0.468,1.771,582.42
837ba4e3-04d7-4b87-8b91-3146fe527f09,43,53867.59,1008.26,265.61,192.29,9857.09,26831.34,0.265,7353.11,1,0,20,1.004,1,5,0.5,0.568,660.44
363f5f4f-2af6-4549-900e-ba5321d94e6b,20,23036.46,1355.46,344.25,234.64,6036.63,7863.4,0.533,6556.84,2,2,2,0.244,1,1,0.5,0.465,660.67
12145c00-5979-4d30-827f-73caffe7bdb8,46,50313.64,1092.55,242.71,23804.19,11017.32,15601.11,0.186,11473.54,11,12,5,0.062,1,5,0.5,0.346,499.76
34a099fb-9b5f-419e-8d0e-f32ef73ad875,38,88005.37,764.55,188.81,47.93,10062.77,43550.96,0.135,7709.65,0,0,14,1.039,1,3,0.5,0.553,638.75
3adb99db-f358-41c4-84a6-20bac74220a4,31,70461.13,2320.55,500.0,466.05,57.3,2137.37,0.177,13203.86,12,12,10,0.542,1,0,0.218,0.368,471.86
636730a4-1fa4-427b-9a19-ebb474db1552,41,82870.83,1005.13,256.81,159.88,1486.97,3084.32,0.818,14765.11,0,0,6,0.811,1,4,0.215,4.076,708.15
4f20a9cf-6d2a-435d-8193-b122eb5eaddb,58,57822.56,312.96,50.0,22140.63,9976.36,16210.05,0.757,14087.78,0,0,18,0.359,1,5,0.5,3.054,761.57
1e82862f-beb0-460b-a9c6-d2c81c6ef62e,37,73350.2,863.16,148.54,11949.5,11132.66,13154.06,0.208,2097.27,9,10,4,0.269,1,1,0.208,0.656,518.38
788b378e-75bb-4b89-92ec-bdd1de9112e5,37,35520.71,693.09,227.41,233.7,7521.96,1717.38,0.416,7472.9,2,4,3,0.43,1,3,0.259,0.796,626.76
1304b3e3-a437-4846-90d2-be37a3af1f16,30,37113.19,1530.46,367.27,23195.25,3453.57,5686.65,0.776,3687.23,5,7,0,1.011,1,3,0.253,1.098,561.8
59dd1906-9c20-42be-9b09-60c33d59f732,27,10000.0,1328.66,361.4,4426.4,1214.16,3371.77,0.321,388.9,9,11,3,0.405,1,3,0.376,0.149,504.79
d9b49e0f-c44d-4aeb-be43-c3c0951aaa45,43,73722.91,1359.49,285.27,13272.87,2022.13,50000.0,0.925,16184.54,2,2,17,0.626,1,0,0.5,3.134,722.68
85e24433-04d3-4566-8e2b-1c6a46a3ad71,26,80806.48,1051.99,189.34,30.04,2902.03,3811.01,0.919,8039.74,3,1,3,0.251,1,3,0.147,4.172,715.17
fa38696b-a41a-4483-9bdc-1abd4261dc6c,36,38936.46,1088.26,229.89,186.01,7906.82,10515.67,0.575,8528.53,1,0,1,0.413,1,1,0.489,0.944,676.46
cd8b9eca-f4c5-41a7-a088-456255783538,30,44920.97,1051.63,251.78,22161.06,293.72,6650.9,0.65,2189.05,6,8,12,0.161,1,1,0.197,1.832,630.84
504bfa0c-454d-45c0-961e-163b1f44e9f7,40,34922.76,1167.52,258.62,343.44,10488.34,27044.88,0.671,10329.4,3,4,11,0.489,1,5,0.5,0.849,658.01
4da077ce-c171-4df0-b79f-b6361e5b17fb,38,57653.07,1534.13,448.23,211.29,11008.91,15838.78,0.296,13895.68,10,9,3,0.421,1,5,0.5,0.49,511.53
b903a7d1-fa1a-4481-a49a-18808f9a851b,45,72498.65,1334.43,342.58,436.36,12306.69,33592.65,0.397,6288.93,0,1,3,1.032,0,3,0.5,0.887,596.91
f036dec3-0ea3-4912-821b-96bccad181dd,30,15144.56,1400.05,442.46,404.25,8427.94,285.35,0.179,3364.47,3,3,12,0.493,1,3,0.241,0.1,623.8
ed5c81c4-3172-4ad0-a851-d613478690ce,32,58188.77,1399.82,370.18,12728.89,151.03,13675.45,0.929,2370.61,3,1,10,1.119,1,3,0.276,2.527,666.53
2df56603-2e41-4ea8-b8c8-0a0c021a13b8,25,44466.56,1553.78,267.82,350.24,7521.48,4285.68,0.738,8716.83,10,9,2,0.257,1,1,0.292,1.117,559.96
7a79d5cd-9f7e-416c-a493-5658aa038231,31,52267.89,1315.26,381.62,445.41,3494.48,14028.22,0.094,935.13,2,4,4,1.333,1,4,0.286,0.206,537.62
d5459341-7d9e-46da-919f-6feab15403de,39,59179.88,1343.54,260.41,7857.77,10431.37,25257.36,0.572,5918.95,7,9,16,0.348,1,4,0.5,1.141,602.71
715a0b69-fac5-4c6d-8e28-d0d1dc4eba25,43,46235.95,1675.52,430.41,5792.02,2471.63,21067.79,0.376,13572.04,6,6,6,0.516,1,1,0.5,0.627,576.74
6381f774-653e-4f66-972f-de2504e4845b,26,47928.26,933.98,194.76,10071.97,3572.21,9543.28,0.825,1738.65,9,9,0,0.656,1,2,0.235,2.31,548.79
10e63c18-6b9e-4b16-8ce3-6e467b9254e4,44,45722.5,857.7,321.56,13963.11,597.92,18558.32,0.377,8194.72,9,9,15,0.753,0,3,0.5,1.169,512.64
c4448914-783d-4376-94d8-e6af1b159ea3,49,69406.32,725.63,253.39,5095.6,604.22,9734.52,0.718,1470.14,2,2,15,0.39,1,2,0.161,4.034,721.28
1204c0ee-0c5e-4b8d-b36a-2863b7ffbd58,39,58375.2,1273.17,281.2,49.93,11319.31,184.03,0.207,11722.93,3,5,0,0.57,1,4,0.204,0.403,573.44
5f6aa422-507d-44dc-b571-ace178c9105b,54,54411.67,458.51,108.26,9240.64,13468.54,23267.49,0.613,4548.74,7,9,13,0.748,1,1,0.5,1.646,573.12
dc5b9fec-e03e-4274-87ea-959161f974e7,27,24580.97,1384.86,358.44,410.11,4401.63,1467.63,0.329,2285.85,12,12,1,1.058,1,3,0.153,0.319,423.91
590e17b2-ffcc-41e5-a447-bf161a86477a,23,42428.41,1156.32,332.25,3635.76,3718.63,373.61,0.107,4299.73,9,11,1,0.326,1,5,0.11,0.21,487.4
9f80fc97-0010-4260-9181-e28d1627f2e3,18,67973.38,1653.86,414.92,6318.96,4146.95,12024.41,0.473,4183.56,2,2,0,0.514,1,0,0.238,1.11,635.21
98d83200-bbcd-413a-8b10-e5eec02014c9,50,50753.93,931.23,181.56,22001.05,5256.44,9627.51,0.673,14337.84,4,3,8,0.978,1,4,0.472,1.835,621.73
42c0575c-e8db-4925-a8cf-e715025b0ef6,42,63190.63,1118.67,243.79,110.31,9845.7,2439.8,0.984,17172.03,4,4,18,0.626,1,3,0.31,2.374,694.03
f9326073-f942-43ec-b08c-014d6d9941f8,34,85330.24,1648.88,412.0,210.02,5073.93,34737.2,0.686,20000.0,4,4,4,0.39,1,3,0.5,1.964,644.92
42284cbe-38bc-47ab-86bd-f577d55b1497,38,70772.12,1753.25,500.0,11112.36,7458.73,14352.33,0.54,2260.01,4,3,9,0.873,1,5,0.235,1.108,616.73
b2abb46b-7c51-4a01-9291-8a2143a2dd15,24,51863.17,927.94,253.38,14053.16,7124.89,12704.5,0.571,3632.16,8,6,5,1.195,1,0,0.315,1.39,531.55
adb10914-5d79-47bf-b6cb-2de2c3111df4,59,39780.22,1272.71,279.51,22251.97,8556.19,5263.43,0.876,7306.34,9,10,2,0.344,1,2,0.316,1.282,566.28
5d53b4fd-223d-4846-801c-5514294a71dc,36,10000.0,1317.77,361.86,3593.87,4634.64,2557.53,0.571,2911.11,12,12,1,0.792,1,4,0.5,0.23,461.67
fb5bc706-da2b-4157-ac3c-038b36b542d1,36,46632.3,1349.46,318.02,71.35,10032.91,17877.22,0.536,8461.21,4,3,18,0.693,1,1,0.5,0.832,652.01
2b297444-0e69-4540-8509-205e83a8df0a,42,43479.75,1094.97,318.26,311.78,11664.12,19700.3,0.945,4266.69,10,9,5,0.597,1,2,0.5,1.436,563.67
0de18df7-228a-4509-b781-8a7dbd96e7d3,40,57807.32,1712.55,500.0,1655.92,12214.38,28051.86,0.636,14175.58,10,12,20,0.775,1,1,0.5,0.948,540.44
34a1e6ad-2ac1-412b-ad31-f13a2f150df7,37,46921.9,444.12,93.09,282.66,6271.36,10011.35,0.728,1906.4,8,8,9,0.738,1,3,0.254,2.686,578.01
4e40ed15-ba9b-445d-b8b3-74a833d41310,27,43592.3,1031.55,297.97,250.34,2860.02,21578.93,0.132,11531.15,12,11,1,0.154,1,5,0.5,0.306,477.76
8b47b7cc-7e57-4eda-864a-f5b743080819,40,14412.02,1379.17,307.52,2070.2,2958.65,2125.45,0.732,4214.12,8,6,13,0.692,1,3,0.44,0.455,596.28
3eb18206-0b25-4773-9a58-8f7a820789c0,54,31200.64,1382.89,340.11,17504.58,566.52,108.83,0.329,9057.41,10,8,1,1.178,1,3,0.294,0.483,464.69
ed95a80c-5fa0-4a49-81c0-86a53e9408e4,48,59533.02,1741.1,436.75,6932.85,10733.22,22849.28,0.17,2637.85,9,10,3,0.895,1,3,0.428,0.275,467.36
5770b51b-47c6-4504-bceb-38d1aa31bad6,51,84318.15,1679.29,410.14,3289.55,3663.78,7522.68,0.999,13902.57,11,12,14,1.002,1,3,0.254,2.931,541.17
bce3b77d-db0d-4a69-b081-debf88cfd61e,30,48049.49,1085.78,394.6,99.74,5599.76,1260.21,0.707,8431.52,3,5,8,0.607,1,1,0.202,1.454,639.93
ca5ea462-7469-463e-b8b9-2cd8012c8043,25,56556.22,1719.95,414.66,21295.13,7050.71,26129.23,0.437,3307.16,8,10,4,0.841,1,3,0.5,0.757,506.52
13646972-d96a-44fc-bcac-a133d5e533d1,34,69049.56,914.38,257.94,4.76,9940.7,50000.0,0.46,11326.42,10,10,5,0.767,1,3,0.5,1.323,503.33
122b2d32-77d3-46af-b503-1e5114a5f345,36,33782.12,1572.35,296.58,71.64,48.85,1734.12,0.237,6552.42,11,9,5,0.11,1,2,0.245,0.356,524.78
5e69a375-8b4c-4ef3-bd3c-eca1c5ceac57,46,57336.28,1924.21,500.0,331.9,4487.83,22272.57,0.071,5658.43,12,12,8,0.689,1,3,0.487,0.121,446.15
716abdda-5bb6-48dd-99cc-8bfe6a846d7d,18,35190.2,1685.98,478.6,28585.18,4637.79,14850.26,0.299,3332.66,1,0,0,1.101,1,0,0.5,0.344,600.34
7437a90b-2566-40b7-a896-6fa864fed128,50,67296.49,1242.31,284.2,2.84,8253.0,30461.81,0.215,1216.15,2,3,19,0.146,1,2,0.471,0.545,680.34
a46c1a48-5f72-4cc6-835a-e47ef93bfe0a,33,53028.06,1067.29,141.31,256.57,8199.32,14415.52,0.451,15221.58,0,1,1,1.032,1,0,0.5,1.053,624.28
32661758-82d3-4696-979c-3af3e7e7f481,31,55969.04,588.56,145.21,301.67,8139.39,19684.65,0.842,13493.28,10,10,6,0.282,1,1,0.5,2.781,578.96
478c1def-948d-4588-bfbe-cf089f8249ea,25,34348.03,1324.22,331.91,26613.18,3404.82,13090.71,0.159,7825.67,6,7,6,0.202,0,0,0.5,0.235,542.75
1f37c944-8b4e-4dfd-8033-34c1ff5c714d,18,64140.65,753.91,224.68,132.99,1988.21,22084.87,0.109,419.07,9,9,0,1.131,1,0,0.351,0.509,447.16
0cdbc401-9f31-49c0-928d-130d53754c27,43,91694.26,882.75,321.23,24817.05,6025.73,29655.47,0.907,17173.67,10,12,3,1.391,1,5,0.5,4.062,490.83
4545c54e-a3c5-4f9a-9795-ea883bf67644,36,29841.77,723.7,161.92,365.29,7230.96,8170.07,0.758,1617.08,8,7,0,0.201,1,2,0.328,1.267,592.87
02ae84d7-3eef-4c04-b369-757d3fc55eab,22,43204.82,1015.84,211.15,236.76,2485.39,10351.78,0.062,8576.82,12,12,3,0.992,1,2,0.438,0.156,411.02
5a358f2c-f274-4d19-9484-2e0be448e56b,22,54632.15,1188.81,238.86,444.32,5246.07,27210.23,0.082,10180.52,2,3,2,1.101,1,0,0.5,0.2,555.07
6bd96763-4aa3-4450-b843-02d69fd78a71,32,65728.12,1309.45,337.27,84.5,8900.85,11093.62,0.701,16798.64,7,6,2,0.525,0,2,0.424,1.608,561.81
a3aa243c-5012-4a22-9277-f28986bff698,52,38809.07,959.8,263.92,22372.29,4516.98,1712.81,0.422,2973.95,0,0,12,1.662,1,3,0.121,0.853,615.74
2b30cda0-bd4f-412c-a272-6f7d1cc7cb18,32,10000.0,1627.71,379.64,7073.76,9501.44,3825.18,0.738,82.39,5,5,14,0.547,1,3,0.391,0.22,640.28
55a9967d-ee7b-4bd8-b56b-22689b17c0eb,20,77183.79,1116.72,318.11,5025.11,3832.16,8251.89,0.334,20000.0,5,4,0,0.716,1,1,0.366,1.225,570.38
b6ce8bd3-7b69-4c6b-9f4a-44f8aad65c51,33,65210.12,884.91,244.5,328.59,8916.79,17368.5,0.969,17775.68,4,4,0,0.624,1,2,0.5,2.812,645.84
b295903e-ba14-4059-9c04-9c4503a7e1de,32,15141.05,1290.52,324.79,237.52,1023.18,725.27,0.71,2070.66,3,2,11,0.643,1,1,0.185,0.527,664.91
a505a6e8-5fc7-4777-927d-8d6a60d915a6,18,37848.62,1985.42,451.23,19535.59,1392.92,11719.52,0.052,886.66,2,3,0,0.508,1,0,0.333,0.1,587.31
deb7fd39-e128-4b16-acf7-c5d89a3fe460,34,81363.65,1334.06,309.42,64.17,3358.35,38403.94,0.364,12154.97,12,12,15,0.619,1,1,0.5,1.283,500.78
de48cf46-fd20-429d-ad86-33085697cb14,33,78955.93,1054.86,142.23,62.48,3074.81,28530.91,0.585,12412.21,3,4,1,1.647,1,0,0.5,2.648,553.7
c41372b1-a086-4788-8fff-30348eae33f0,42,68772.8,589.02,159.04,23040.56,2220.97,7377.08,0.185,16953.71,6,4,5,0.262,1,3,0.354,1.136,594.54
7859ef93-5f4e-45c0-8847-859753a413ed,53,46477.75,1112.24,279.38,1553.41,14158.35,22568.16,0.059,9998.78,6,7,0,0.026,1,4,0.5,0.1,556.86
c7d6ba4a-e389-431b-9e44-a5b53be1283e,46,51659.75,1293.97,332.92,22.15,5924.97,7932.02,0.145,1097.32,2,1,16,0.291,1,3,0.175,0.294,671.01
938d699c-fd20-4427-9547-756835a6831d,32,47381.48,1044.97,286.46,11738.03,9483.13,10343.73,0.548,10025.98,10,8,0,0.708,1,2,0.43,1.02,515.27
577cd16c-2b77-41e2-a09a-2ec60938abf4,24,72564.8,533.85,152.75,284.02,4308.72,18072.88,0.442,2954.97,9,8,5,0.651,1,0,0.29,2.556,540.66
8a581c91-08a2-4d87-82f0-393716f56366,61,32483.15,859.77,209.42,329.79,2597.56,16090.83,0.14,871.9,2,4,0,1.079,1,3,0.5,0.295,548.37
43292ab1-9099-4998-993f-7ed1c052a599,36,33884.01,1781.82,447.89,352.5,6046.94,1167.16,0.682,4051.92,2,2,15,0.095,1,1,0.154,0.704,720.27
d050f750-3923-4970-af38-d1534d7b581b,35,70205.49,1773.6,373.18,11907.58,10699.72,24457.08,0.636,1629.4,4,6,8,0.867,1,3,0.372,1.225,598.89
856f772a-0389-46af-af60-b973236b78d3,35,49112.77,845.34,182.15,402.31,6086.46,8887.71,0.943,12218.31,0,2,1,0.509,1,4,0.43,2.515,700.84
